study_id,source,sheet,field,run1,run2,type,key,row,fields,check,status,detail,issue,field_or_row,explanation,suggested_fix,reviewer_decision,corrected_value
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'multifidus rfcsa (l5-s1)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Multifidus rFCSA (L5-S1)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.74, 'SD': 0.18, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae tcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae TCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 26.23, 'SD': 7.23, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae tcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae TCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 24.54, 'SD': 4.4, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rtcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rTCSA (L4-5)', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 1.4, 'SD': 0.45, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rtcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rTCSA (L4-5)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.47, 'SD': 0.38, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae fcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae FCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 16.73, 'SD': 6.49, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae fcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae FCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 19.35, 'SD': 4.04, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rfcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rFCSA (L4-5)', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.89, 'SD': 0.37, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rfcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rFCSA (L4-5)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.16, 'SD': 0.35, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae tcsa (l5-s1)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae TCSA (L5-S1)', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 17.58, 'SD': 7.54, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae tcsa (l5-s1)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae TCSA (L5-S1)', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 18.75, 'SD': 5.81, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rtcsa (l5-s1)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rTCSA (L5-S1)', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.95, 'SD': 0.42, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rtcsa (l5-s1)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rTCSA (L5-S1)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.04, 'SD': 0.34, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae fcsa (l5-s1)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae FCSA (L5-S1)', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 10.76, 'SD': 5.79, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae fcsa (l5-s1)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae FCSA (L5-S1)', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 14.11, 'SD': 4.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rfcsa (l5-s1)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rFCSA (L5-S1)', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.58, 'SD': 0.33, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'erector spinae rfcsa (l5-s1)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Erector Spinae rFCSA (L5-S1)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.78, 'SD': 0.26, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas tcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Psoas TCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 17.65, 'SD': 6.21, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas tcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Psoas TCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 15.9, 'SD': 4.14, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas rtcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Psoas rTCSA (L4-5)', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.93, 'SD': 0.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas rtcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Psoas rTCSA (L4-5)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.94, 'SD': 0.26, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas fcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Psoas FCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 15.41, 'SD': 5.55, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas fcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Psoas FCSA (L4-5)', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 15.03, 'SD': 3.88, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas rfcsa (l4-5)', 'fracture']","{'Modality': 'MRI', 'Metric': 'Psoas rFCSA (L4-5)', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.81, 'SD': 0.27, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run1,"['mri', 'psoas rfcsa (l4-5)', 'non-fracture']","{'Modality': 'MRI', 'Metric': 'Psoas rFCSA (L4-5)', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.89, 'SD': 0.25, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 16.01, 'SD': 2.99, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 15.57, 'SD': 3.37, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.85, 'SD': 0.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.91, 'SD': 0.21, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 8.97, 'SD': 2.81, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 11.39, 'SD': 2.66, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.47, 'SD': 0.16, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.68, 'SD': 0.18, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 26.23, 'SD': 7.23, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 24.54, 'SD': 4.4, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 1.4, 'SD': 0.45, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.47, 'SD': 0.38, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 16.73, 'SD': 6.49, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 19.35, 'SD': 4.04, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.89, 'SD': 0.37, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.16, 'SD': 0.35, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 17.65, 'SD': 6.21, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 15.9, 'SD': 4.14, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.93, 'SD': 0.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.94, 'SD': 0.26, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 15.41, 'SD': 5.55, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 15.03, 'SD': 3.88, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.81, 'SD': 0.27, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.89, 'SD': 0.25, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas L4-5'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 17.36, 'SD': 3.43, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 18.25, 'SD': 3.01, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.95, 'SD': 0.24, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.01, 'SD': 0.21, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 9.43, 'SD': 3.27, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 13.42, 'SD': 2.56, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.52, 'SD': 0.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.74, 'SD': 0.18, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Multifidus L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 17.58, 'SD': 7.54, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'tcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'TCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 18.75, 'SD': 5.81, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.95, 'SD': 0.42, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rtcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rTCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 1.04, 'SD': 0.34, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Fracture', 'N': 77, 'Value': 10.76, 'SD': 5.79, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'fcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'FCSA', 'Unit': 'cm2', 'Group': 'Non-fracture', 'N': 77, 'Value': 14.11, 'SD': 4.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Fracture', 'N': 77, 'Value': 0.58, 'SD': 0.33, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,muscle,,,,only_in_run2,"['mri_l4', 'rfcsa', 'non-fracture']","{'Modality': 'MRI_L4', 'Metric': 'rFCSA', 'Unit': None, 'Group': 'Non-fracture', 'N': 77, 'Value': 0.78, 'SD': 0.26, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Erector Spinae L5-S1'}",,,,,,,,,,
sönmez-2025,consensus,prevalence,,,,only_in_run1,"['fracture', 'female sex']","{'Outcome': 'Fracture', 'Exposure': 'Female sex', 'Cases_Exp': 61, 'Cases_Unexp': 16, 'Controls_Exp': 61, 'Controls_Unexp': 16, 'Total_Cases': 77, 'Total_Controls': 77, 'P': '1', 'Prevalence_pct': '79.2 vs 79.2', 'Notes': None}",,,,,,,,,,
sönmez-2025,consensus,prevalence,,,,only_in_run1,"['fracture', 'male sex']","{'Outcome': 'Fracture', 'Exposure': 'Male sex', 'Cases_Exp': 16, 'Cases_Unexp': 61, 'Controls_Exp': 16, 'Controls_Unexp': 61, 'Total_Cases': 77, 'Total_Controls': 77, 'P': '1', 'Prevalence_pct': '20.8 vs 20.8', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,study,Population,"307 subjects (113 men, 194 women) at least 40 years of age from a community-based public health project in northern Japan.",Community-dwelling adults aged 40 years and older participating in health check-ups,,,,,,,,,,,,,
takeda-2019,consensus,study,First_Author,,null,,,,,,,,,,,,,
takeda-2019,consensus,study,sarcopenia_guideline,study-specific,not_applicable,,,,,,,,,,,,,
takeda-2019,consensus,study,Year,,2019,,,,,,,,,,,,,
takeda-2019,consensus,study,Follow_up_Period,8 years for new vertebral fractures.,8 years,,,,,,,,,,,,,
takeda-2019,consensus,study,muscle_measurement_tool,"BIA, dynamometer, functional_test, gait_test","BIA, dynamometer, functional_test",,,,,,,,,,,,,
